birthdate	sex	registration	user_id	race	old_user_id
2019-02-01	M	2017-03-02	424		424
	M	2017-04-21	2942		351
	F	2021-08-29	1134	unspecified	1134
1970-05-31		2022-05-21	1666		1666
1974-05-26		2013-12-11	2943		266
		2018-08-13	70	unspecified	70
1958-07-14	M	2019-03-11	2944	white	1069
1996-11-22		2021-11-14	2945		1652
		2022-10-23	2946	asian	1288
1945-09-02	M	2015-05-26	1174		1174
	M	2019-01-28	2278		2278
1957-05-21		2017-04-28	1065	black	1065
	F	2020-01-09	2947		2243
		2014-05-07	2948		500
		2016-04-18	2949		1678
1983-05-12	M	2019-07-17	1910		1910
2003-02-27		2023-08-03	2105	asian	2105
		2023-02-19	2950		816
	M	2015-05-11	2951		1097
1998-09-02	F	2015-12-23	2952	unspecified	1947
		2022-10-16	2262		2262
	M	2019-02-04	2193		2193
1940-06-11		2022-03-14	2953		2549
2004-05-01	F	2014-04-24	1272	unspecified	1272
1934-12-15	F	2018-02-04	1151		1151
1957-09-09	M	2020-12-13	2954		724
		2015-05-14	2955		1349
2000-03-23		2016-02-29	2001	white	2001
		2021-05-21	1224		1224
2019-10-22	F	2021-01-17	2956	white	1478
	M	2017-07-17	1313		1313
1957-10-06	M	2019-09-05	2228	unspecified	2228
1925-05-24		2014-08-19	2957		351
1957-07-11	M	2023-01-17	1247		1247
2008-09-13		2017-06-03	704		704
		2019-02-12	2066		2066
		2016-08-31	2958	white	676
1981-02-26	F	2016-12-23	1424		1424
1928-07-24		2021-07-26	1769		1769
	M	2020-01-07	1786	unspecified	1786
		2019-04-03	1879		1879
	F	2022-07-28	797		797
2022-09-06		2015-10-07	1041		1041
		2015-09-27	2294	asian	2294
	M	2022-07-08	2959		2561
1926-03-10	F	2019-10-04	881		881
2009-09-05	F	2022-11-25	2960	white	754
		2021-08-20	1391		1391
1948-03-23	F	2013-12-11	2961		743
1983-09-30		2015-06-03	2962		1701
	F	2020-06-29	535		535
2002-06-10		2018-06-12	2963	unspecified	387
1930-11-19	M	2019-03-31	1603		1603
1917-10-20	M	2017-09-17	2964	asian	1203
1915-03-16	F	2016-01-18	2135	unspecified	2135
2007-01-29		2017-01-27	2181		2181
		2020-07-07	2965		1268
		2019-02-27	2966	asian	1405
	M	2021-06-20	1005	asian	1005
		2020-08-07	978		978
1947-11-12		2021-01-06	1760	white	1760
1984-08-09	M	2020-08-15	2967		526
		2021-08-17	496		496
	M	2015-02-05	2462		2462
		2019-08-03	2968	white	1203
1921-10-03	M	2022-07-13	1848	unspecified	1848
1981-06-24		2013-11-05	1032	white	1032
		2013-10-21	2969	asian	506
	M	2020-07-24	950		950
1974-01-02		2020-03-19	2970	asian	364
1929-12-14	F	2022-07-20	1970		1970
		2019-02-10	1583		1583
	M	2015-11-02	2971	unspecified	1334
		2017-06-08	336		336
1941-02-11	F	2021-07-21	2972		1139
	M	2018-06-30	2973		1419
	M	2017-08-18	648		648
2015-02-21	M	2019-11-05	2380		2380
2020-11-16		2015-01-26	2974		1458
1956-05-10	M	2022-04-29	1121		1121
	M	2021-10-08	1246		1246
1949-11-24	M	2021-03-01	2975		2543
	M	2020-07-06	2976		752
	F	2022-01-07	2977		1883
	F	2014-01-26	2978		1155
1942-11-20	F	2018-08-11	2979		446
		2017-06-09	2980	asian	2091
1991-08-05	F	2014-08-13	2981	unspecified	1502
		2017-06-22	2982	black	2062
		2020-07-05	2983	white	376
1954-04-13	F	2014-02-11	2984	unspecified	2498
1985-01-13		2014-11-12	2985	asian	1752
2015-11-13	M	2023-03-26	1138	indian	1138
	M	2021-07-12	801		801
		2019-08-21	2056		2056
1908-10-25		2023-03-26	730	white	730
1944-09-29	M	2015-10-04	2565		2565
1977-11-01	F	2022-10-01	2986		1289
2003-01-01	M	2015-06-02	1300		1300
1965-08-30		2021-03-26	189		189
1973-09-22		2018-12-01	2289		2289
1984-02-16		2021-10-28	2244		2244
	M	2017-10-21	2987	unspecified	1984
2011-03-17		2021-05-04	2988		2047
1926-04-17		2019-05-17	2989	unspecified	2568
		2020-10-26	2990	black	837
		2022-10-12	637	indian	637
		2021-10-22	422		422
		2022-11-29	569		569
		2023-06-05	671		671
		2014-02-04	739		739
1943-11-02		2013-09-24	1257		1257
1910-09-06		2016-07-03	2991		368
1936-09-07		2019-09-08	2992		152
	M	2019-09-09	2993		507
	M	2018-03-23	2994		2292
1997-08-25		2018-11-18	2995		1842
1990-07-29	F	2014-04-27	2996		509
	F	2017-02-13	74	unspecified	74
		2022-12-05	2997		446
2013-07-08		2018-08-06	785	asian	785
		2018-07-30	2998		2228
		2019-10-28	2999		2193
1932-08-09	F	2014-09-02	1030		1030
	F	2018-12-17	1561		1561
	F	2022-12-16	435	white	435
2009-11-23	M	2020-08-30	2011		2011
1991-04-28		2015-04-13	1782	indian	1782
1934-03-09	F	2020-03-31	578	asian	578
1986-04-02	F	2018-04-09	3000		1887
1963-05-05		2020-07-21	885		885
1926-04-26	F	2016-11-26	127		127
1986-05-19	F	2017-07-12	88		88
1910-10-16	M	2019-03-09	3001		753
1980-10-21		2023-02-16	2469		2469
2012-01-03	M	2015-04-04	3002		762
1969-07-28		2020-06-27	1323	indian	1323
1946-02-18	F	2022-06-06	3003		2165
		2018-09-20	3004		1202
1990-01-06	M	2016-09-12	3005	black	148
1977-11-04	M	2021-02-26	2364		2364
		2018-09-04	1064		1064
1913-01-29	M	2019-07-13	3006	unspecified	1040
1955-01-21	F	2022-07-19	3007		1564
2010-04-03		2016-04-12	3008		1256
1983-06-12	M	2022-05-31	1665		1665
1977-08-02		2017-12-25	3009	white	1005
	F	2015-08-04	1163		1163
1965-03-21		2017-01-05	327	asian	327
1986-06-22	M	2020-09-04	3010		734
1931-06-25		2021-11-07	3011		2575
	M	2019-05-20	2122		2122
1938-05-22		2021-09-27	456		456
		2022-02-22	3012	white	797
1971-01-26		2017-02-01	883		883
		2020-08-15	531		531
		2023-03-05	1522		1522
2020-01-11		2014-01-22	3013		208
1958-05-19		2013-11-09	3014		739
	M	2014-06-13	893		893
1967-01-21		2020-12-11	3015	asian	1305
	M	2021-05-11	193	asian	193
	F	2017-08-13	1694		1694
2022-08-12		2016-12-25	1950	white	1950
1956-02-22	M	2022-03-16	1643		1643
		2019-02-20	929		929
		2014-05-04	3016		351
1944-09-30		2013-12-14	1420	black	1420
1955-04-08	M	2016-02-15	2309		2309
1996-08-17	M	2020-08-13	3017	asian	2060
		2022-08-21	3018	unspecified	388
1927-02-14		2019-04-02	3019	black	1393
1950-10-28	M	2021-12-27	2153		2153
1955-06-07	F	2023-09-10	3020		1705
		2018-08-03	1316	black	1316
		2020-07-11	2449	indian	2449
		2015-01-15	3021	asian	885
		2016-05-25	3022		282
		2019-07-18	1511		1511
1908-09-29		2016-07-09	237	black	237
		2020-08-19	3023		1533
1964-08-16	F	2014-09-03	158		158
		2021-09-19	3024	asian	1030
1957-07-05		2016-07-20	3025	white	1293
	M	2015-07-04	3026	unspecified	1427
1996-01-27	M	2014-12-28	452		452
1914-08-29	M	2022-03-03	3027	black	576
		2016-05-07	2349		2349
2009-06-05	M	2019-06-22	3028	black	2321
		2017-11-21	468		468
		2014-10-04	2515		2515
	F	2022-04-23	3029		1279
	F	2021-11-05	1333	indian	1333
		2021-12-12	669		669
2009-10-13		2016-05-23	191		191
1933-08-09		2017-10-06	613		613
2002-07-21	M	2022-10-12	1067		1067
1916-05-21	F	2018-01-01	2342	indian	2342
1988-06-30		2022-07-06	973	asian	973
	M	2021-12-26	3030	indian	1245
	F	2019-08-15	3031		1796
	F	2020-03-29	3032	unspecified	434
	M	2021-04-28	3033		990
1992-05-30	F	2021-08-20	3034		604
1984-11-25	F	2021-01-14	3035	asian	460
2023-07-08	M	2020-07-04	337	unspecified	337
1997-05-29		2021-05-31	1068	indian	1068
1973-10-06		2019-02-18	980	white	980
1971-08-30		2022-06-27	321		321
1974-10-11		2019-03-24	856		856
		2015-09-17	3036		551
	F	2017-01-01	1592		1592
	F	2021-09-22	1548		1548
1913-01-26		2020-07-12	3037		754
		2018-01-05	3038		2532
1963-12-26		2017-10-05	3039		208
1940-10-27		2015-09-17	3040		1296
1945-10-17		2014-03-21	3041		1826
1927-01-09	M	2018-07-24	3042		1735
1927-04-17		2018-06-04	1438	indian	1438
	F	2021-07-14	1314		1314
2018-07-06		2015-10-27	1761		1761
1948-06-25	M	2015-05-01	3043		61
	F	2018-02-11	3044		919
1948-07-10		2016-09-20	3045		1378
		2021-01-19	872	white	872
1964-07-17		2020-08-16	3046		1975
1963-06-09	F	2022-02-08	3047	asian	1356
1922-03-01		2021-08-02	3048		577
1978-02-01	M	2017-01-12	1133		1133
2017-07-08		2022-03-31	3049		757
2001-08-02		2019-04-01	3050	unspecified	1114
	M	2014-03-06	3051		1328
2018-04-07		2015-07-29	3052		902
1949-07-22		2016-06-09	3053		1209
		2016-11-03	1183		1183
	F	2018-08-24	513	white	513
		2015-11-30	3054		1756
		2019-10-17	1862		1862
		2016-11-29	2493		2493
1924-05-01		2021-03-14	1933		1933
2013-12-17		2019-10-16	3055		602
		2017-05-27	838		838
	F	2015-04-25	1591		1591
1945-07-26		2017-08-20	3056		1181
	F	2021-08-23	3057		2027
2020-04-11	M	2021-07-28	2018	unspecified	2018
		2017-07-15	3058	asian	2299
2020-07-15		2016-12-07	3059	asian	881
1908-11-28	F	2019-11-30	3060	white	363
1942-12-30	F	2015-10-24	77		77
		2019-02-08	2521		2521
		2017-11-26	451	indian	451
		2022-06-27	3061		2026
		2014-05-10	2176		2176
		2019-10-15	3062	white	985
	F	2017-02-25	1686		1686
1937-07-27	M	2014-03-02	3063		2136
	M	2023-05-14	3064		686
		2017-12-02	939		939
2010-07-15	F	2017-11-08	3065		2229
1978-04-07		2018-05-09	1691	asian	1691
2002-10-10		2019-02-14	3066		2295
1995-11-26	F	2023-04-22	799		799
		2017-08-26	3067	white	1396
		2018-09-28	3068		1647
		2014-09-15	3069		1034
2000-10-29	M	2018-12-27	3070		219
2002-10-19	F	2021-12-06	1599		1599
	F	2017-09-17	3071	black	2305
2023-05-20	F	2021-12-04	3072	unspecified	2092
		2018-06-01	3073		1279
1953-11-12	F	2020-06-27	3074	unspecified	460
	M	2021-09-02	3075		631
		2017-12-13	3076		1400
1949-02-21		2021-09-22	3077		627
1961-02-16		2021-12-03	769		769
		2020-04-01	1049		1049
1934-05-25	F	2015-09-27	3078		1225
1972-06-10	F	2016-01-21	3079		1874
	F	2022-03-07	3080		1238
1925-01-18	F	2022-02-10	2293		2293
1941-12-12	M	2021-09-22	1258		1258
		2022-04-26	3081		321
	M	2018-12-23	2527		2527
1917-07-13		2021-10-02	3082		2390
1949-09-20	M	2015-04-04	2004	white	2004
1998-05-03		2015-12-29	2326	black	2326
	F	2021-04-25	218		218
1977-02-20		2017-03-07	3083		561
1980-12-27		2022-07-12	3084	white	1405
		2018-01-01	3085		2421
		2019-09-11	3086	asian	2452
		2019-11-30	2432		2432
	F	2021-08-12	1681		1681
2013-01-17	M	2019-09-08	1374		1374
1989-09-03	M	2015-11-03	72	white	72
1953-07-24	M	2023-01-04	3087		1945
1928-06-01	M	2020-11-23	586		586
	M	2022-11-17	1475		1475
2011-12-15	F	2014-01-09	3088	black	159
1952-03-16	M	2022-11-23	2567		2567
	M	2015-10-08	650		650
		2014-07-16	3089		1183
1922-09-01	M	2022-03-17	3090		2527
1911-11-17		2023-03-13	626	white	626
1943-05-12		2014-04-13	1080	asian	1080
1917-09-04	M	2015-11-19	3091		838
		2017-12-06	83	white	83
1969-01-04	M	2018-08-20	3092	asian	1752
		2023-06-22	3093		1633
	M	2022-06-26	3094		1109
1974-04-03	F	2018-12-29	3095		554
	M	2020-05-12	3096		578
1953-02-08		2021-10-01	3097	black	886
		2014-02-17	3098		1013
		2017-10-23	2347		2347
		2022-05-17	908	black	908
1999-04-03	F	2015-04-08	3099		568
1952-06-30	F	2019-04-13	1451	unspecified	1451
	F	2023-07-19	1626	indian	1626
	M	2014-03-17	547	unspecified	547
2023-05-14	F	2021-03-12	3100		845
	M	2013-10-09	1415	white	1415
		2021-09-12	29		29
		2018-11-05	3101		2106
	M	2017-06-12	3102		230
		2023-02-03	1798	unspecified	1798
	M	2020-04-28	3103	black	500
1996-02-19	F	2016-04-29	3104		934
1996-08-14	F	2018-02-15	1611		1611
1933-06-13		2014-02-07	3105		2170
1930-02-09	F	2015-12-09	3106	unspecified	2298
1929-01-05		2016-01-08	3107	unspecified	2485
		2021-08-08	3108	asian	1843
	M	2023-08-18	3109		1665
1978-01-09	F	2019-10-16	1969	white	1969
1947-08-17		2023-04-21	3110		1418
1928-08-23	F	2014-04-01	3111		2176
	M	2022-09-16	1644		1644
1935-07-15		2022-12-05	1119		1119
	F	2014-08-03	3112	asian	1155
		2017-03-23	3113		198
		2015-09-26	59		59
		2016-06-11	3114		247
1987-12-31	M	2016-10-02	3115		374
2002-05-24		2023-06-03	3116		7
2020-03-29		2016-03-04	633		633
	F	2018-08-03	701	white	701
2011-01-06	M	2021-03-27	60	asian	60
2011-06-07	F	2017-04-17	3117		55
	F	2022-11-24	3118		679
	F	2023-04-03	3119		1184
1913-09-29		2021-08-31	2035		2035
	M	2023-08-06	2201	white	2201
		2022-04-09	3120	asian	220
1992-03-01		2022-01-23	2408		2408
2016-06-13	M	2021-10-17	3121	unspecified	2494
	F	2022-03-03	2072	unspecified	2072
		2023-07-12	3122		1209
1944-02-25	F	2019-06-10	841		841
1968-04-24		2023-07-05	3123		1085
1994-03-19	F	2023-01-22	3124		1240
1980-02-25		2020-02-20	3125		2178
	F	2017-05-18	3126		2054
	F	2018-08-23	3127		436
1942-05-12		2014-06-17	3128		348
1948-04-09	M	2020-07-05	229		229
		2014-12-01	3129		1215
		2015-08-12	3130		1503
	M	2021-06-08	3131		1479
1987-03-03		2023-07-28	2038		2038
1945-01-15		2018-01-12	491	white	491
		2020-05-06	1368	asian	1368
	F	2022-04-29	3132		1161
		2017-02-12	3133	black	1684
1921-10-04	F	2013-12-17	128		128
1947-07-08		2019-10-12	3134	asian	348
1941-09-18	M	2023-04-15	3135		2035
		2019-06-21	2256		2256
1950-10-14	F	2021-07-25	3136		1277
1950-06-07		2015-10-24	3137		604
	M	2019-12-15	3138		2031
1973-06-14	M	2017-08-01	3139		2426
1951-07-26		2019-05-12	3140	white	829
		2019-01-02	667		667
1937-05-12	M	2017-08-09	3141	black	1471
1966-10-18		2016-12-08	2048		2048
		2014-08-02	3142		2219
		2018-01-18	744		744
	M	2015-03-02	3143		1258
1964-01-14	M	2018-09-22	38		38
1927-02-27		2018-04-15	3144		2048
1944-07-02	M	2016-07-19	3145		1069
	F	2022-02-14	640		640
	M	2018-11-19	3146		2025
		2019-11-18	899	unspecified	899
1974-08-07		2020-06-17	3147		154
2019-08-25	M	2014-09-24	3148		2386
1957-01-06	F	2014-08-25	3149	white	74
2006-09-09		2020-02-24	665		665
1944-01-19		2015-12-04	3150		2325
	M	2019-10-23	2259		2259
1986-12-23	F	2019-04-20	2490		2490
	M	2018-09-10	3151		2291
	F	2018-10-25	3152	unspecified	621
		2020-03-21	3153		22
		2014-03-24	3154	white	278
2013-05-25		2018-09-19	3155		2062
1969-03-02		2021-05-30	390		390
	M	2015-08-12	1007		1007
1958-11-08	F	2014-07-21	3156		997
		2021-07-23	1398		1398
1979-05-04		2023-03-09	2172	unspecified	2172
	F	2016-01-04	1186	asian	1186
1980-02-16		2023-02-07	3157		278
1932-05-18	M	2022-12-16	3158		686
		2023-03-03	2116		2116
1952-08-28		2021-12-04	3159		712
1973-03-24	F	2022-10-01	3160		1886
2001-09-28		2019-09-23	3161		1289
		2020-02-06	3162	black	619
1914-11-09	F	2022-09-10	772	unspecified	772
1987-11-13	F	2018-02-16	292	unspecified	292
1916-09-25		2023-05-07	249	unspecified	249
1929-10-07	F	2021-09-13	3163		1427
1976-09-13	F	2020-08-24	50	indian	50
		2021-05-09	3164		720
1943-10-30		2020-01-28	3165		1266
		2021-05-05	3166	asian	38
	F	2014-01-13	3167		1880
1959-04-21	F	2023-03-06	3168	unspecified	1235
1956-11-05		2017-04-21	1803	white	1803
		2019-02-15	3169		1351
1995-03-15		2019-10-04	675		675
	F	2014-05-29	3170	black	213
2023-09-16		2016-01-10	1814		1814
1989-10-20		2016-11-23	3171		16
		2018-12-26	3172		2091
1980-08-24	F	2014-11-29	2499		2499
1935-10-05		2019-09-16	1579		1579
1980-08-19	F	2016-12-30	3173		1801
2019-08-02		2015-11-30	652	white	652
2011-09-09	F	2017-07-24	100	black	100
	M	2023-06-28	693		693
1926-03-17		2016-09-10	694		694
2009-09-26	F	2020-10-10	3174	white	1344
1960-05-23		2022-01-24	3175		633
1910-05-31	M	2015-01-28	3176		978
1984-12-01	M	2023-01-05	3177		2103
	F	2015-02-20	3178	black	1247
		2014-10-13	590		590
1987-03-21		2016-12-20	572		572
1976-01-12	F	2019-12-24	13		13
		2017-02-12	927		927
	M	2021-04-12	3179		790
	F	2021-06-25	1018		1018
	F	2023-07-30	3180		547
	F	2015-07-29	1734		1734
	F	2021-03-01	3181		1913
		2014-03-28	3182	asian	1349
2020-07-08		2015-01-18	3183		416
	F	2014-04-30	3184	white	750
1973-11-11	F	2019-08-02	3185		798
		2018-11-27	392		392
1969-12-01		2022-05-29	2196		2196
1985-07-30		2019-10-03	3186		1127
1937-04-22	M	2020-11-23	911		911
2020-08-04		2020-08-17	3187		2426
	F	2019-07-04	3188		588
	F	2020-12-19	3189		1556
2005-08-10		2020-09-03	3190		1823
		2017-01-30	1746		1746
		2023-04-09	270		270
2022-07-28		2022-11-16	3191		466
1953-12-14	F	2016-09-05	3192	white	1576
1924-02-06		2022-12-18	1218		1218
	F	2017-12-09	3193		964
1997-07-27		2018-03-05	2139		2139
1971-08-14	F	2019-09-17	279		279
1934-08-12	F	2021-06-07	234		234
1913-11-09		2015-01-03	3194	unspecified	2321
1943-03-12		2019-01-01	3195		2220
1946-07-08	M	2014-09-08	3196		675
	M	2015-11-22	3197		1332
1979-08-21		2022-08-14	3198	unspecified	797
	F	2018-08-28	3199	unspecified	795
		2020-12-24	3200		1313
		2018-11-25	3201		926
	F	2014-04-01	891	unspecified	891
		2022-06-23	3202		1570
		2014-04-17	3203		2011
1970-09-11	M	2019-01-09	3204		1516
	M	2018-09-06	264		264
	F	2018-12-03	3205		2091
1919-05-10	M	2018-03-26	1791		1791
1942-08-12	F	2021-12-05	2288	black	2288
2019-04-27		2019-04-07	3206		1359
		2022-03-29	3207		1953
		2017-08-22	3208		1969
	F	2022-08-16	3209		1820
		2023-06-21	3210		1783
		2016-11-21	1868	unspecified	1868
	M	2013-09-27	185		185
	F	2014-10-26	3211		1359
		2021-05-13	467		467
1945-10-09		2020-06-14	3212		913
		2016-07-14	3213		476
2022-06-15		2019-06-21	1730		1730
1942-11-15	F	2016-10-30	3214	white	1141
1925-01-23		2020-06-09	1044		1044
1966-12-25	M	2019-01-18	1924		1924
2001-12-13	M	2016-01-03	1589		1589
	M	2017-02-26	3215		56
		2020-09-01	3216	indian	202
1985-04-16	F	2021-09-07	1376		1376
1909-06-03	M	2018-06-12	3217		2181
1918-03-21		2015-05-20	437		437
		2020-08-20	3218		2299
1954-03-19		2020-09-22	2061		2061
1958-06-09	F	2022-08-30	2361	indian	2361
		2020-03-06	3219	asian	1753
1931-11-28		2019-02-20	1130		1130
		2018-04-06	3220		299
1928-04-15	M	2022-06-30	1271		1271
		2020-04-07	3221		716
	F	2016-12-25	3222		734
1954-02-03	M	2016-05-27	3223		920
2004-10-24		2015-10-27	3224	indian	1074
1954-05-08		2020-09-08	593		593
1978-04-01		2018-09-15	1302		1302
	M	2015-06-10	121	white	121
1973-05-16		2013-11-22	1039		1039
1930-10-25	M	2023-05-07	819		819
1907-11-12		2020-09-15	1437		1437
1995-11-11	M	2015-01-27	3225		1321
1958-08-29	F	2018-03-09	3226		891
1955-12-22	F	2016-08-16	3227		467
1937-02-21	F	2021-08-18	3228		1581
	M	2014-09-24	3229		741
		2016-11-04	3230		1227
2008-08-11		2018-07-05	3231		762
1910-11-05		2018-03-29	1311		1311
1926-06-06		2014-07-15	2541		2541
1937-02-25	F	2017-09-15	3232		1893
1975-04-23	F	2017-03-29	3233		191
1931-02-06	F	2015-10-02	574		574
2012-08-15		2016-06-13	3234		1704
1998-06-28	M	2019-09-09	3235	white	155
1988-05-22	M	2014-01-29	40		40
1974-04-08		2017-04-01	984	indian	984
		2015-06-19	880		880
1941-11-26	F	2022-12-13	3236		1443
	F	2019-12-29	3237		118
	F	2019-09-16	130		130
2007-01-09	F	2015-05-09	3238		2569
1951-02-23		2015-01-22	1160	asian	1160
1927-10-02	F	2021-09-09	3239	black	61
	F	2019-05-23	1841		1841
1939-04-07		2017-03-31	3240		319
	F	2017-06-25	431		431
1962-10-02		2018-08-11	3241	black	1378
2017-11-28	F	2014-06-06	1498		1498
2004-05-28		2023-06-01	401	black	401
	F	2019-06-30	136		136
1921-10-15	M	2019-05-17	3242	asian	1496
	F	2022-07-24	624		624
	M	2017-10-26	324		324
	M	2015-03-10	393	white	393
1974-12-31	M	2022-11-16	3243		2252
	M	2023-05-22	3244		1423
1948-05-08	M	2014-06-14	442	white	442
1948-09-23	M	2014-04-08	3245		2220
1928-03-12	F	2018-10-21	3246		2212
	M	2015-07-09	591		591
	M	2023-07-04	1614		1614
1985-01-30	M	2020-12-08	1926		1926
	F	2016-09-29	1194		1194
1983-04-16		2018-02-10	1554		1554
	F	2017-03-25	3247		350
	F	2017-01-13	331		331
1945-10-31		2019-10-09	123		123
		2019-06-02	988		988
		2022-11-01	812		812
1995-01-26		2023-01-12	3248		2155
	F	2023-08-16	3249		2452
		2019-09-12	2422		2422
1923-07-12		2016-11-12	3250		690
2021-11-24	M	2020-08-18	3251		119
1973-06-20		2022-10-09	3252	black	1478
2006-08-06		2018-04-13	2430		2430
	M	2020-07-04	36		36
1927-03-04		2022-06-22	3253		2191
1917-01-14		2016-01-13	882		882
1914-04-25		2017-02-09	177		177
1929-05-23	M	2023-08-28	1896		1896
		2018-09-22	3254		2441
		2018-05-07	3255	indian	1558
1933-05-15	M	2020-10-08	3256		2306
2015-05-19		2021-06-15	1360		1360
2020-12-16	F	2018-04-12	3257		397
1947-09-23	M	2020-02-26	3258	black	1184
		2018-02-26	666		666
	M	2020-12-28	1275	indian	1275
	F	2017-05-22	1015		1015
	F	2015-08-31	3259	black	1209
		2015-01-29	659		659
1991-11-02	F	2020-07-10	3260		1780
1944-04-18		2014-02-27	3261	asian	2021
1916-10-15		2015-11-25	2152		2152
	F	2023-06-22	3262		919
1942-11-26		2019-03-29	3263		1232
		2020-09-28	421		421
1945-05-26		2022-01-02	2351		2351
1950-10-14		2021-08-22	3264		1790
1985-03-31	M	2020-04-19	1641	black	1641
1929-08-28	F	2022-04-03	3265		1651
1999-05-09		2017-08-17	3266		2110
1950-10-02	M	2021-03-09	380		380
2018-06-29		2022-03-27	3267		1922
1932-11-19	F	2018-01-01	3268		1968
		2020-08-05	1123	white	1123
	M	2014-12-16	3269		2411
2007-02-17	M	2021-01-24	1598		1598
2004-06-20	M	2014-08-22	190		190
	M	2018-04-30	426		426
		2021-04-19	3270		1327
		2014-11-17	197		197
		2019-07-15	3271		2102
2004-12-13	M	2022-10-10	1530		1530
		2018-10-11	3272		297
1954-10-16	F	2017-06-15	992		992
1936-10-28	F	2019-12-05	1959		1959
2003-02-06	F	2014-10-20	2394	white	2394
		2017-06-15	1428	asian	1428
1907-11-17		2015-12-16	1292		1292
1917-07-31		2016-04-05	3273		2006
1946-10-12		2016-03-03	3274		324
1968-04-20	M	2019-11-06	3275		2258
1949-11-29	M	2023-07-03	3276	asian	818
2016-01-23		2015-07-06	1992		1992
	F	2017-05-01	373		373
1959-01-22	M	2017-10-05	3277	asian	640
	F	2014-05-17	1722		1722
	M	2018-03-11	1353	asian	1353
2003-11-06		2016-08-26	3278		714
	F	2019-02-09	3279		2536
	M	2016-05-24	3280	unspecified	2256
	F	2018-01-04	3281		2500
1966-10-27		2021-09-14	2279	indian	2279
		2019-11-27	63		63
1994-09-11	F	2023-02-01	3282		2326
1910-07-24		2019-03-29	3283		1348
		2018-07-18	846		846
	F	2016-01-24	3284	white	1686
1919-06-11		2015-09-28	222		222
1971-02-02	M	2014-05-30	1967	white	1967
1915-01-08		2021-02-21	3285		1344
1927-04-23	M	2021-09-08	3286		1879
1987-08-30	F	2016-03-22	1072		1072
1932-12-07	M	2016-03-29	3287		136
	M	2013-11-21	1253	white	1253
1964-06-09	M	2013-11-09	1852	asian	1852
		2014-04-19	3288		1607
1980-09-21		2020-06-24	3289	black	657
1969-04-11	F	2018-01-11	3290	indian	1652
		2015-05-01	3291		1996
1924-05-24	M	2017-01-02	3292		522
		2020-04-27	315		315
	F	2019-02-26	1925	asian	1925
	M	2014-06-12	3293		1213
1972-04-24	F	2019-02-05	483		483
		2020-10-05	3294		1275
1944-10-12	M	2022-06-08	3295		3
	F	2013-12-18	3296		471
1968-04-11	F	2021-03-27	3297		2045
	M	2013-11-22	3298		1332
2021-02-01	F	2016-06-19	3299		2527
	M	2022-08-28	2221		2221
	F	2021-02-09	3300	indian	898
	M	2021-11-06	751		751
	M	2017-02-08	3301	asian	2400
2003-12-28	M	2019-03-06	553	black	553
1969-09-23	F	2014-11-16	1966		1966
1971-02-09		2014-08-09	3302		2176
1984-08-04	F	2016-04-05	3303		523
	F	2015-12-31	3304		762
1983-11-04	M	2014-09-21	160	black	160
1918-12-24		2019-09-03	2253	white	2253
	F	2020-08-30	1173		1173
		2015-01-25	2049		2049
1978-10-28	M	2019-08-20	1566		1566
2019-08-17	M	2014-07-21	3305		2130
		2023-01-22	3306		1216
		2014-10-12	1781		1781
	M	2015-05-18	3307		837
1926-04-10	F	2017-04-17	3308		1397
		2023-08-13	3309		2152
1973-11-24		2016-09-17	1456		1456
1909-05-18		2020-01-08	3310		435
	F	2016-05-14	298		298
1949-11-22		2021-11-26	3311		1797
1994-08-16		2015-09-13	614	indian	614
2017-10-16	M	2020-03-15	1197	asian	1197
1952-04-02		2018-02-03	3312		2063
1987-12-31	M	2020-04-02	3313	asian	249
	M	2016-07-26	1179		1179
1937-04-27		2018-12-18	3314		1723
1934-12-09		2013-11-17	3315	white	77
2016-10-11		2018-04-14	3316	white	1331
1920-06-03		2020-05-07	3317		2328
2006-10-09		2015-10-11	3318	white	1448
1989-11-07	F	2017-03-24	3319	unspecified	2297
		2014-04-07	2218	white	2218
		2017-05-05	3320		912
1963-01-07	F	2017-01-18	1093		1093
		2018-11-24	144	unspecified	144
1955-04-10	M	2013-12-28	3321		523
1967-05-03		2017-09-08	3322		2259
1910-07-26	M	2014-12-31	3323		282
	F	2015-10-02	3324		1848
1953-09-23		2021-06-17	1303	asian	1303
2022-01-15		2017-02-04	3325		1493
	M	2014-10-26	3326		514
1985-12-05	M	2017-04-12	3327		676
1925-10-28	F	2014-10-23	3328		1603
2002-11-19	F	2018-09-19	2534		2534
1960-09-10		2023-07-13	3329		1189
	M	2016-08-21	3330	unspecified	1047
1999-08-17	M	2018-04-16	3331	white	1941
	F	2014-10-02	184	black	184
	M	2018-09-29	3332	unspecified	1512
		2023-01-27	1053	asian	1053
	M	2015-06-24	1917		1917
	F	2016-02-22	3333	unspecified	1644
1985-11-22		2016-04-20	1789		1789
1956-02-07	F	2022-12-07	3334		55
		2022-02-02	3335		986
		2021-02-06	3336		2253
		2019-02-01	3337		1328
1970-12-13		2020-11-20	3338	asian	2530
1911-08-24	F	2019-04-29	641		641
1972-12-29	M	2015-02-08	3339		942
1938-12-23		2019-10-22	849	unspecified	849
2005-05-17		2018-12-19	3340		2310
	M	2022-10-19	2231		2231
	M	2016-08-29	842		842
1941-02-25	F	2016-11-03	3341		2128
